customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7255-SSFBC,1,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,0
3645-DEYGF,1,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,20.75,0
9323-HGFWY,0,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,0
8544-GOQSH,0,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,0
3363-DTIVD,1,0,1,1,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.5,0
7018-WBJNK,1,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,0
9142-KZXOP,1,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,0
7674-YTAFD,0,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,0
6348-SNFUS,1,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,0
1285-OKIPP,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,1
7825-ECJRF,0,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.45,1
1347-KTTTA,1,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,0
7841-TZDMQ,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46,84.5,1
4195-NZGTA,0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0
7157-SMCFK,1,0,0,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,1124.2,0
4709-LKHYG,0,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20,540.05,0
2504-DSHIH,1,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,0
0699-NDKJM,0,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0
9286-BHDQG,1,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,0
0230-WEQUW,1,0,1,0,66,0,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,0
2040-LDIWQ,1,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,0
6496-JDSSB,0,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80,624.6,0
9408-SSNVZ,0,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,1
4443-EMBNA,0,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,0
6469-MRVET,1,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.2,20.2,0
0742-MOABM,1,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,1
5961-VUSRV,0,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.35,219.35,0
6778-JFCMK,1,0,0,0,24,0,0,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,0
6341-JVQGF,0,0,1,1,31,1,0,DSL,1,0,1,1,1,1,One year,1,Mailed check,81.15,2545.75,0
2232-DMLXU,0,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1
4811-JBUVU,1,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,0
0945-TSONX,0,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,0
2651-ZCBXV,1,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108,5760.65,0
3316-UWXUY,1,0,0,0,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,0
8937-RDTHP,1,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,1
7083-MIOPC,0,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,0
1984-GPTEH,0,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702,0
1251-KRREG,1,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,1
0621-JFHOL,0,0,0,0,10,0,0,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,299.05,0
9903-LYSAB,1,0,1,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.15,1305.95,0
0094-OIFMO,0,1,0,0,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95,1120.3,1
9227-UAQFT,1,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,284.35,0
7301-ABVAD,0,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,0
6614-FHDBO,1,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.2,7878.3,0
7576-ASEJU,0,0,1,1,41,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,0
9058-HRZSV,0,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,0
4522-AKYLR,0,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,0
0221-WMXNQ,1,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,0
0303-UNCIP,1,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65,2531.8,0
9947-OTFQU,1,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074.3,1
0322-YINQP,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1
0959-WHOKV,1,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99,4298.45,0
4075-JFPGR,0,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,0
4629-NRXKX,0,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,1
9514-JDSKI,1,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,1
3282-ZISZV,1,0,0,1,32,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.3,0
3675-YDUPJ,1,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.85,193.05,0
4111-BNXIF,0,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,0
7017-VFHAY,0,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,0
6655-LHBYW,1,0,0,0,50,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),114.35,5791.1,0
4959-JOSRX,0,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1
5046-NUHWD,0,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45,1228.65,0
7273-TEFQD,1,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,1
3606-TWKGI,1,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,1
7529-ZDFXI,1,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,0
7605-BDWDC,0,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,0
1950-KSVVJ,0,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,0
0123-CRBRT,0,0,1,1,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,88.1,5526.75,0
6292-TOSSS,1,0,0,0,50,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.9,1195.25,0
3197-ARFOY,0,1,0,0,19,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105,2007.25,0
6323-AYBRX,1,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,1
7014-ZZXAW,0,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,0
4385-GZQXV,0,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,1
7633-MVPUY,1,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,0
6366-ZGQGL,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1
4716-HHKQH,1,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,0
5940-AHUHD,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70.6,1
6432-TWQLB,1,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401.1,1
4484-GLZOU,0,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,1
3179-GBRWV,1,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0
8645-KWHJO,1,0,0,0,14,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,55,771.95,0
4130-MZLCC,0,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0
0314-TKOSI,0,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,0
8229-MYEJZ,0,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,498.25,0
2080-SRCDE,0,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0
9577-WJVCQ,0,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,0
9512-UIBFX,1,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,1
6202-DYYFX,0,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),76,1783.6,0
3808-HFKDE,0,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,0
5583-SXDAG,1,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70,70,1
3488-PGMQJ,1,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,1
3580-REOAC,1,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435.4,1
7534-BFESC,1,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,1
3727-OWVYD,1,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,0
2294-SALNE,1,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,0
4847-TAJYI,0,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,0
1563-IWQEX,0,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,0
8203-XJZRC,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,0
6556-DBKZF,0,0,1,1,71,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,76.05,5436.45,0
6851-WEFYX,1,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,0
2985-JUUBZ,1,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,0
6390-DSAZX,0,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73.6,1
0895-LMRSF,1,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,0
8098-LLAZX,0,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,1
8266-VBFQL,1,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,0
8181-YHCMF,0,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,4109,0
2240-HSJQD,1,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,0
1248-DYXUB,1,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,1229.1,0
0265-EDXBD,1,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,1
4115-BNPJY,1,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,0
3167-SNQPL,1,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,0
4091-TVOCN,1,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,0
1098-TDVUQ,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,19.25,0
7277-OZCGZ,0,0,0,0,22,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.05,1886.25,0
1557-EMYVT,0,0,0,0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,4895.1,0
2799-ARNLO,0,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,0
7563-BIUPC,1,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415.55,1
5027-YOCXN,1,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,0
3973-SKMLN,1,0,0,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1355.1,0
2321-OMBXY,0,0,1,1,38,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058.65,1
2840-XANRC,1,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,1
6745-JEFZB,1,0,1,0,35,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),91.5,3236.35,0
5020-ZSTTY,0,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,1
9880-TDQAC,0,0,1,1,72,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,60,4264,0
8705-WZCYL,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.8,44.8,0
7102-JJVTX,0,0,1,1,9,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,48.6,422.3,0
8626-PTQGE,1,0,0,0,69,0,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),60.05,4176.7,0
4983-CLMLV,0,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,0
5701-YVSVF,0,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,0
5804-LEPIM,0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139.05,1
5697-GOMBF,0,1,1,1,28,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,0
2739-CACDQ,0,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,0
9385-EHGDO,0,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,739.35,0
9498-FIMXL,0,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,161.95,0
2379-GYFLQ,1,0,0,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,0
0122-OAHPZ,0,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.85,511.25,1
2868-SNELZ,0,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,1
4322-RCYMT,1,0,1,1,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293.95,1
6680-NENYN,0,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,104.6,4759.85,1
2088-IEBAU,0,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,0
7982-VCELR,0,0,0,0,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),94.8,3565.65,0
1343-EHPYB,1,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.4,6603,1
6035-BXTTY,0,1,0,0,32,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,0
6885-PKOAM,0,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.75,6223.8,0
7520-HQWJU,0,0,1,1,66,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,0
9639-BUJXT,1,0,0,0,63,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.5,1328.15,0
5924-SNGKP,0,0,0,1,41,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.25,865,0
0021-IKXGC,0,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,72.1,72.1,0
2034-GDRCN,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168.2,1
8966-SNIZF,0,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,0
6243-OZGFH,0,0,0,0,23,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.95,996.85,0
4654-DLAMQ,0,1,1,0,64,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Bank transfer (automatic),97,6430.9,0
0513-RBGPE,1,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),62.8,2278.75,0
5160-UXJED,1,0,0,1,17,1,0,DSL,0,0,0,0,0,0,One year,0,Mailed check,44.6,681.4,0
4115-NZRKS,0,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,0
0219-YTZUE,1,0,1,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,371.9,1
0623-IIHUG,0,1,0,0,21,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,41.9,840.1,1
4572-DVCGN,0,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846,1
3351-NGXYI,0,1,0,0,16,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,54.1,889,0
8984-EYLLL,1,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,0
9057-MSWCO,1,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805.1,1
9833-TGFHX,1,0,1,1,42,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Electronic check,97.1,4016.75,0
9294-TDIPC,1,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,83.75,0
5229-DTFYB,0,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),98.8,3959.15,0
0104-PPXDV,1,0,1,0,58,1,0,DSL,0,0,1,0,0,0,One year,0,Credit card (automatic),50.3,2878.55,0
5176-LMJXE,0,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.55,945.7,0
3583-KRKMD,1,0,0,0,18,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),75.9,1373.05,0
1010-DIAUQ,1,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),96.5,492.55,1
9069-LGEUL,1,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.95,1406,0
7302-ZHMHP,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,19.15,0
9571-EDEBV,1,0,1,0,71,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),98.65,6962.85,0
3520-FJGCV,1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),112.6,8126.65,0
6563-VRERX,1,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,690.25,0
0259-GBZSH,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,181.5,1
6122-EFVKN,1,0,0,1,24,0,0,DSL,1,0,0,1,0,0,Two year,0,Mailed check,35.75,830.8,0
2805-EDJPQ,0,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),99.75,5608.4,0
6862-CQUMB,1,0,0,0,37,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),96.1,3646.8,0
7156-MXBJE,0,0,0,0,43,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),85.1,3662.25,0
6158-HDPXZ,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.35,25.35,0
9601-BRXPO,0,0,1,0,25,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,1
2863-IMQDR,0,0,0,0,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,89.65,5308.7,0
5686-CMAWK,1,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,86.75,1410.25,0
5651-CRHKQ,0,0,1,0,41,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),86.2,3339.05,0
6905-NIQIN,1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50.65,1
8204-YJCLA,1,1,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),64.8,4732.35,0
5167-ZFFMM,1,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90.85,1
6583-SZVGP,1,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),108.1,5067.45,0
4895-TMWIR,1,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,214.75,1
0533-BNWKF,0,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,4874.7,1
1708-PBBOA,0,0,0,0,42,0,0,DSL,1,1,1,1,0,1,One year,1,Electronic check,54.75,2348.45,0
8782-LKFPK,1,0,0,0,44,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Mailed check,90.4,4063,0
5522-JBWMO,1,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44,44,0
3597-MVHJT,0,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.6,2595.25,0
9774-NRNAU,1,1,1,0,27,1,1,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),84.8,2309.55,0
0224-RLWWD,0,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.3,89.3,0
9967-ATRFS,0,0,0,0,19,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,367.55,0
3951-NJCVI,0,1,1,0,42,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,3944.5,0
2977-CEBSX,0,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.05,5965.95,0
0177-PXBAT,1,1,1,0,33,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),109.9,3694.7,0
6599-CEBNN,0,0,0,0,34,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.95,2524.45,1
2519-ERQOJ,1,1,0,0,33,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,54.6,1803.7,0
