customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5876-QMYLD,0,0,1,1,23,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,415.1,0
2277-AXSDC,0,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,624.15,0
9442-JTWDL,0,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.05,237.7,0
0979-PHULV,1,0,1,1,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.45,7007.6,1
3067-SVMTC,0,0,1,0,68,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),55.9,3848.8,0
5495-GPSRW,1,0,0,0,20,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,419.4,0
7606-BPHHN,1,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,1468.75,0
4742-DRORA,1,0,1,1,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1,Bank transfer (automatic),95.4,5812,0
0111-KLBQG,1,1,1,1,32,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Mailed check,93.95,2861.45,0
4800-VHZKI,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,19.9,1
7989-CHGTL,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19.6,1
0334-GDDSO,1,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233.7,1
4163-NCJAK,0,0,1,0,46,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.45,1066.15,0
5233-AOZUF,0,0,1,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,2149.05,0
5973-EJGDP,1,0,0,0,51,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,87.35,4473,0
1996-DBMUS,0,1,1,0,48,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,0
7916-VCCPB,0,0,1,1,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),73.25,1195.75,0
4686-GEFRM,1,0,1,0,70,1,1,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.7,6858.9,0
5249-QYHEX,0,0,1,1,40,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.8,1024.7,0
0578-SKVMF,0,0,1,1,22,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,83.3,1845.9,1
5564-NEMQO,0,1,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.3,75.3,1
2233-FAGXV,0,0,1,1,5,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.3,132.25,0
5605-IYGFG,0,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.85,515.45,0
7663-ZTEGJ,1,0,0,1,29,1,1,Fiber optic,0,1,1,1,0,1,One year,0,Credit card (automatic),100.55,2830.45,0
3935-TBRZZ,1,0,1,1,44,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,25.7,1110.5,0
8111-BKVDS,0,0,0,0,10,0,0,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.7,449.3,0
2055-SIFSS,0,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,0
2806-MLNTI,1,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,5376.4,0
8734-DKSTZ,0,0,1,1,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.95,858.6,0
4360-PNRQB,1,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.6,1395.05,0
6152-ONASV,0,0,1,0,68,1,1,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),58.25,3975.7,0
9063-ZGTUY,0,0,1,1,61,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,1182.55,1
7781-HVGMK,0,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.2,4784.45,0
2181-UAESM,1,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,0
2957-LOLHO,1,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518.9,1
6048-NJXHX,1,0,1,0,41,1,0,No,0,0,0,0,0,0,Two year,1,Electronic check,19.75,899.45,0
2320-SLKMB,0,0,0,0,26,0,0,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),44.45,1183.8,0
4980-URKXC,1,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,0
4376-KFVRS,1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.05,8468.2,0
5886-VLQVU,1,0,1,0,35,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.85,3161.2,0
3577-AMVUX,1,0,0,0,1,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,55.05,55.05,0
0771-WLCLA,0,0,1,1,16,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,112.95,1882.55,0
5628-RKIFK,0,1,0,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,5070.4,0
0206-TBWLC,0,0,1,0,54,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Mailed check,114.65,6049.5,0
2937-FTHUR,0,0,0,1,18,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Electronic check,64.8,1166.7,0
1910-FMXJM,0,0,1,0,36,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.4,2937.65,0
7752-XUSCI,0,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6396.45,1
4110-PFEUZ,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69.55,1
0732-OCQOC,0,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.05,1270.25,0
5168-MSWXT,1,0,1,1,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.75,759.55,0
1090-ESELR,1,0,1,1,72,1,0,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),105.5,7611.55,0
8592-PLTMQ,0,0,0,0,64,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.7,1642.75,0
5760-WRAHC,0,1,0,0,22,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Mailed check,69.75,1545.4,0
8847-GEOOQ,1,0,1,0,60,0,0,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,0
0256-LTHVJ,0,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,2227.1,1
4785-FCIFB,0,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.4,1417.9,0
8313-NDOIA,0,0,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.15,2494.65,0
5149-CUZUJ,1,0,1,1,28,1,0,Fiber optic,0,1,1,1,1,0,One year,0,Bank transfer (automatic),92.9,2768.35,0
0942-KOWSM,0,0,1,1,30,1,0,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),80.8,2369.3,0
4237-CLSMM,1,0,1,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20,38,0
1452-VOQCH,1,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,0
4719-UMSIY,1,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,100.9,0
6614-VBEGU,0,0,1,0,24,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),69.45,1614.05,0
0880-TKATG,1,0,1,1,4,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,101.15,385.9,1
3811-VBYBZ,1,0,0,0,7,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,673.25,1
1480-BKXGA,1,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8404.9,0
2996-XAUVF,1,0,0,0,70,0,0,DSL,0,0,0,1,0,1,Two year,1,Mailed check,40.05,2799.75,0
9076-AXYIK,1,1,1,0,64,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,102.1,6538.45,0
5968-XQIVE,1,0,1,1,72,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Electronic check,89.7,6588.95,0
8896-RAZCR,0,0,0,1,44,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,868.1,0
4640-UHDOS,0,0,1,1,13,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,55.95,734.35,1
4933-IKULF,0,1,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,330.6,0
3583-EKAPL,1,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55,55,1
1304-BCCFO,1,0,1,0,9,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,70.05,564.4,0
4104-PVRPS,1,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.6,1315.35,0
9399-APLBT,0,0,1,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,1
2359-KMGLI,1,0,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,1861.5,1
3780-DDGSE,1,1,1,1,35,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,76.05,2747.2,0
4431-EDMIQ,0,0,1,1,7,1,0,DSL,1,1,1,1,1,0,Month-to-month,1,Electronic check,75.7,554.05,0
0306-JAELE,1,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453.4,1
6227-HWPWX,0,0,0,1,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69,994.8,1
0486-LGCCH,1,0,1,1,11,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,225.75,0
0447-BEMNG,0,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145,1
4612-SSVHJ,0,1,0,0,20,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.45,1671.6,0
5168-MQQCA,0,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),108.5,8003.8,0
5949-XIKAE,0,0,1,1,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,83.55,680.05,1
7971-HLVXI,1,0,1,1,72,1,1,Fiber optic,0,0,0,0,0,1,Two year,1,Credit card (automatic),84.5,6130.85,0
9094-AZPHK,0,0,0,0,15,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.15,1415,0
3649-JPUGY,1,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),88.6,6201.95,0
4472-LVYGI,0,0,1,1,0,0,0,DSL,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),52.55,null,0
8372-JUXUI,1,0,0,1,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,74.35,1
3552-CTCYF,1,0,1,1,63,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.8,6597.25,0
6778-YSNIH,0,0,0,0,2,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59,114.15,0
0388-EOPEX,0,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,139.4,1
5756-OZRIO,1,1,1,0,61,1,1,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,3902.6,0
6579-JPICP,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,0
8205-OTCHB,1,0,0,0,22,0,0,DSL,0,1,1,0,0,1,One year,1,Bank transfer (automatic),43.75,903.6,1
4134-BSXLX,1,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,60.9,1785.65,0
0505-SPOOW,0,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,1397.65,0
6235-VDHOM,0,1,0,0,5,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,28.45,131.05,1
7783-YKGDV,0,0,0,0,12,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.7,1238.45,1
4374-YMUSQ,1,0,0,0,34,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),116.25,3899.05,0
4513-CXYIX,0,1,1,0,71,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card (automatic),80.7,5676,0
3957-HHLMR,0,0,1,1,70,1,1,DSL,1,0,0,0,0,1,One year,0,Bank transfer (automatic),65.2,4543.15,0
7803-XOCCZ,0,0,1,1,52,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),84.05,4326.8,0
5736-YEJAX,1,0,0,1,69,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.45,5502.55,0
5609-CEBID,0,1,0,0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,1782.4,1
8981-FJGLA,1,0,0,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,78,851.8,0
7218-HKQFK,1,0,1,0,2,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.2,167.5,1
4636-QRJKY,0,0,1,1,6,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,502.85,1
1135-LMECX,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,19.85,0
4332-MUOEZ,1,1,1,1,20,1,0,Fiber optic,1,0,1,1,0,1,One year,0,Credit card (automatic),94.3,1818.3,0
8535-SFUTN,1,0,0,0,61,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,106.45,6300.15,0
5956-VKDTT,0,1,1,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,334.8,1
8677-HDZEE,0,0,0,0,56,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),105.45,5916.95,0
2475-MROZF,1,0,0,0,30,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95,2852.4,0
9412-GHEEC,1,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,1
3482-ABPKK,0,0,0,0,28,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.3,1546.3,0
6705-LXORM,0,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.05,302.6,0
0257-ZESQC,0,1,1,0,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.2,1929.35,1
7531-GQHME,1,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,265.45,0
5174-ITUMV,1,0,1,1,67,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.4,6989.45,0
4109-CYRBD,1,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.6,1442,0
0913-XWSCN,1,0,1,1,55,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),85.5,4713.4,0
6825-UYPFK,0,0,0,0,23,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.6,1758.6,1
8397-MVTAZ,1,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3480,1
0750-EBAIU,1,0,0,0,52,1,0,Fiber optic,1,0,1,0,1,0,One year,0,Electronic check,91.25,4738.3,0
8606-CIQUL,1,1,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.75,8399.15,0
3571-DPYUH,1,0,1,1,58,1,1,Fiber optic,0,1,0,1,1,0,One year,1,Credit card (automatic),94.7,5430.35,0
7601-GNDYK,1,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,686.95,0
0356-OBMAC,0,1,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,0
8067-NIOYM,0,0,1,1,24,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),21.1,490.65,0
1403-GYAFU,1,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.05,1360.25,0
4234-XTNEA,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,174.45,0
1297-VQDRP,1,1,1,1,68,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),107.15,7379.8,0
9282-IZGQK,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85,85,1
5348-CAGXB,1,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.55,1021.75,0
0621-HJWXJ,0,0,1,0,63,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),81.55,5029.05,0
5844-QVTAT,0,0,1,1,33,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,58.45,1955.4,0
8905-IAZPF,0,0,1,0,69,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),95.65,6744.2,0
5394-MEITZ,0,0,1,1,60,1,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.6,4946.7,0
6859-QNXIQ,0,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.1,8248.5,0
2782-LFZVW,0,0,0,0,11,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,58.95,601.6,0
2866-IKBTM,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,0
1342-JPNKI,1,0,0,0,10,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),86.05,834.1,1
2817-NTQDO,1,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,597,1
7129-AZJDE,1,0,1,1,34,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Bank transfer (automatic),78.95,2647.2,0
6986-IJDHX,1,0,1,1,39,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,86.3,3266,1
2560-PPCHE,0,0,0,0,65,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,0
4676-MQUEA,1,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,0,One year,1,Bank transfer (automatic),101.9,5265.5,0
8138-EALND,1,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,311.6,0
3580-HYCSP,1,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.3,7966.9,0
1352-HNSAW,0,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.6,8220.4,0
2075-PUEPR,1,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0
1982-FEBTD,0,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.6,514.75,0
5301-GAUUY,1,0,0,0,32,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,2596.15,1
5791-KAJFD,0,0,1,1,56,1,1,DSL,1,0,1,0,0,1,One year,1,Bank transfer (automatic),68.75,3808,0
2654-VBVPB,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0
1154-HYWWO,1,0,0,0,38,1,0,DSL,1,1,0,1,1,0,One year,0,Mailed check,70.6,2708.2,0
2501-XWWTZ,1,0,0,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,0
3716-UVSPD,1,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.3,49.3,0
6815-ABQFQ,1,0,1,0,56,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,107.25,6033.3,0
7343-EOBEU,1,0,1,0,3,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,23.6,89.05,0
3701-SFMUH,1,0,1,1,7,1,0,DSL,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),69.7,516.15,0
6103-LIANB,1,0,1,1,59,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Credit card (automatic),99.5,5861.75,0
7319-VENRZ,1,0,0,0,7,1,0,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),64.3,445.95,0
5846-NEQVZ,1,0,1,1,71,1,0,DSL,1,0,1,1,0,1,Two year,1,Credit card (automatic),70.85,4973.4,0
6967-QIQRV,1,0,1,1,15,1,0,Fiber optic,1,0,0,1,1,1,One year,0,Electronic check,101.9,1667.25,0
5781-RFZRP,1,0,1,0,71,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.5,5357.75,0
0939-YAPAF,0,0,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.25,3527.6,1
0308-IVGOK,0,0,0,0,11,0,0,DSL,0,1,1,1,0,0,One year,1,Credit card (automatic),40.4,422.6,0
7293-LSCDV,0,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.25,1103.25,0
7025-WCBNE,1,1,0,0,47,1,1,DSL,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.6,2754,0
5756-JYOJT,0,0,0,0,11,1,0,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),64.9,697.25,0
4710-FDUIZ,1,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),100.3,5614.45,1
6030-REHUX,0,1,1,0,28,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,110.85,3204.4,0
9548-LIGTA,1,0,1,0,61,1,0,DSL,1,1,0,1,1,1,Two year,1,Mailed check,81.05,4747.65,0
5150-LJNSR,1,0,1,1,31,1,1,Fiber optic,1,0,1,0,1,0,One year,0,Bank transfer (automatic),98.05,3082.1,0
8270-RKSAP,1,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.5,597.9,0
6522-YRBXD,1,1,1,0,35,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.55,3365.4,0
2640-LYMOV,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,38.8,0
1218-VKFPE,0,0,1,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19,233.55,1
3627-FHKBK,0,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,75.3,75.3,1
2865-TCHJW,0,1,0,0,4,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,346.2,1
1423-BMPBQ,0,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19,19,0
2393-DIVAI,0,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20,61.7,0
5192-EBGOV,0,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.7,85.7,1
4568-KNYWR,1,0,0,0,52,1,0,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),63.25,3342.45,0
8752-IMQOS,1,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,85.1,0
0742-LAFQK,1,0,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Electronic check,99.15,7422.1,0
0795-LAFGP,1,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,90.4,6668.05,0
0619-OLYUR,1,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),111.9,8071.05,0
5512-IDZEI,1,0,1,1,46,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.9,1174.8,0
0459-SPZHJ,1,0,1,1,63,1,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),83.5,5435,0
0215-BQKGS,1,0,0,0,30,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),84.3,2438.6,0
9244-ZVAPM,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.6,45.6,0
0719-SYFRB,0,0,0,0,12,1,1,DSL,1,0,1,1,0,0,Month-to-month,1,Mailed check,61.65,713.75,1
8208-EUMTE,1,0,0,0,16,0,0,DSL,1,1,1,1,1,0,Two year,0,Mailed check,54.85,916.15,0
5172-MIGPM,1,0,0,0,4,1,1,DSL,0,0,0,1,0,1,Month-to-month,0,Mailed check,65.55,237.2,0
1710-RCXUS,1,0,1,0,51,1,1,Fiber optic,0,1,0,0,0,1,One year,1,Credit card (automatic),90.35,4614.55,0
